IQ,Major,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
97,Finance,5.26,5.7,3,Yes,10,5,1,No
86,Psychology,6.98,7.1,4,No,1,5,1,No
79,Marketing,5.94,6.34,7,No,7,3,1,No
113,Psychology,7.81,7.48,2,No,0,9,2,Yes
128,Computer Science,8.46,8.59,2,No,5,9,1,Yes
79,Computer Science,7.66,7.93,9,No,4,2,3,No
108,Restaurant,7.17,6.94,1,No,9,8,1,No
90,Psychology,6.94,7.18,3,Yes,10,1,3,No
92,Design,9.21,9.49,10,Yes,8,5,3,No
91,Marketing,6.1,6.43,4,No,3,7,5,No
87,Computer Science,8.67,8.48,5,No,4,8,2,Yes
100,Restaurant,8.79,8.97,3,No,4,8,5,Yes
87,Psychology,7.1,6.9,9,Yes,10,6,4,No
104,Marketing,6.49,6.73,5,No,1,7,2,No
99,Psychology,7.35,7.31,7,No,10,4,2,No
96,Finance,5.47,5.57,7,Yes,1,10,0,No
86,Restaurant,5.23,5.15,9,No,8,7,1,No
91,Marketing,5.56,5.22,2,No,2,7,1,No
111,Education,5.94,5.62,3,No,5,9,3,Yes
107,Pharmacy,7.52,7.1,4,Yes,3,2,4,No
85,Pharmacy,9.25,9.37,8,No,3,8,5,Yes
101,Marketing,6.18,6.53,1,Yes,4,9,1,No
111,Psychology,9.68,9.2,9,No,4,3,1,No
74,Restaurant,9.77,9.34,5,Yes,6,8,4,Yes
108,Pharmacy,9.79,9.75,4,No,6,1,1,No
90,Restaurant,9.19,9.43,8,No,0,10,0,No
108,Pharmacy,6.82,6.48,9,No,5,5,1,No
88,Finance,5.36,5.13,3,No,3,1,0,No
72,Psychology,7.84,7.57,4,Yes,1,1,2,No
75,Finance,7.79,7.69,1,Yes,5,6,2,No
100,Pharmacy,9.25,8.97,3,No,6,5,0,No
103,Education,9.98,9.83,10,No,1,5,5,No
86,Education,7.54,7.77,5,No,1,2,5,No
109,Finance,6.73,6.84,8,No,9,10,3,No
75,Education,5.93,5.51,1,Yes,10,9,0,No
99,Pharmacy,5.02,5.16,1,Yes,6,5,3,No
81,Marketing,7.55,7.53,3,Yes,8,3,4,No
90,Finance,7.78,8.21,9,No,2,7,4,No
100,Business,9.12,8.91,9,No,2,6,0,No
87,Psychology,7.52,7.75,1,No,7,6,3,No
94,Education,9.58,9.81,4,No,1,5,2,No
115,Education,8.14,7.86,8,No,8,4,0,No
91,Computer Science,9.2,9.6,2,No,6,6,0,No
112,Design,5.74,5.73,4,Yes,7,7,3,No
83,Finance,9.28,9.46,7,No,8,8,4,Yes
107,Engineering,8.38,8.03,7,No,2,2,5,No
121,Education,5.85,5.61,5,Yes,5,4,2,No
62,Psychology,5.95,6.04,7,No,7,7,3,No
88,Business,9.63,9.45,6,No,0,3,3,No
108,Education,5.16,5.16,2,No,5,5,2,No
96,Business,7.31,7.18,9,Yes,2,10,5,No
105,Pharmacy,6.57,6.71,5,No,7,7,5,No
90,Pharmacy,8.33,8.32,2,No,8,9,0,No
101,Design,9.2,8.7,6,No,4,6,0,No
97,Marketing,6.8,6.95,10,Yes,1,2,1,No
117,Engineering,7.13,7.05,5,Yes,6,9,2,Yes
103,Computer Science,9.91,9.75,2,No,5,6,3,No
105,Design,8.92,8.51,10,No,5,10,1,No
93,Restaurant,9.49,9.21,10,No,0,2,1,No
92,Computer Science,7.19,6.91,7,No,0,1,1,No
93,Finance,6.17,6.61,10,No,5,4,0,No
105,Psychology,7.06,6.99,2,Yes,5,2,4,No
93,Restaurant,8.58,8.12,7,Yes,3,7,1,No
104,Restaurant,5.55,5.19,6,Yes,7,7,3,No
131,Design,6.35,5.93,4,Yes,8,3,5,No
113,Marketing,5.23,5.32,4,No,5,10,0,No
95,Design,7.16,6.85,6,No,9,1,5,No
118,Finance,9.14,9.14,9,No,7,2,4,Yes
93,Education,5.12,4.99,10,Yes,7,8,4,No
69,Education,8.38,8.68,6,Yes,1,4,1,No
84,Marketing,9.66,9.48,6,Yes,3,3,1,No
71,Finance,6.18,6.14,1,No,0,10,0,No
94,Marketing,8.47,8.69,5,Yes,0,7,1,No
100,Business,9.88,9.81,1,No,5,10,0,No
125,Education,9.81,10.1,9,No,6,4,4,Yes
104,Restaurant,6.17,6.33,10,No,4,2,3,No
96,Engineering,5.5,5.41,4,Yes,7,3,3,No
112,Psychology,5.74,5.74,2,No,8,4,2,No
66,Finance,8.51,8.98,9,No,3,1,5,No
103,Computer Science,8.63,8.79,6,Yes,0,8,2,Yes
111,Marketing,8.37,8.77,10,Yes,5,8,2,Yes
77,Psychology,6.68,6.36,3,No,0,5,3,No
117,Computer Science,5.85,5.83,2,Yes,1,6,1,No
105,Psychology,7.9,8.31,6,Yes,10,4,0,No
93,Engineering,7.42,7.24,10,Yes,3,3,3,No
109,Computer Science,8.64,9.11,6,Yes,3,3,2,No
134,Design,7.21,6.81,9,Yes,5,4,2,No
102,Pharmacy,6.69,7.09,5,No,7,6,5,No
103,Design,6.47,6.42,9,No,2,2,1,No
93,Education,6.06,5.63,5,No,5,6,2,No
87,Pharmacy,6.33,6.71,2,Yes,2,8,2,No
112,Design,5.47,5.22,1,Yes,1,9,0,No
87,Pharmacy,6.73,6.25,9,Yes,3,4,1,No
101,Pharmacy,5.18,4.82,10,No,3,5,4,No
92,Restaurant,5.93,6.09,7,Yes,1,8,4,No
107,Marketing,8.73,9.21,3,No,10,10,2,Yes
105,Marketing,6.63,6.24,6,Yes,2,2,2,No
115,Restaurant,8.34,8.3,10,No,8,10,0,Yes
92,Psychology,8.58,8.26,4,No,9,2,4,No
95,Business,7.91,8.16,9,Yes,8,9,1,No
85,Psychology,9.79,9.41,2,No,9,6,1,No
93,Computer Science,5.11,4.85,4,No,6,10,3,No
105,Computer Science,8.69,8.39,1,No,1,9,5,Yes
111,Pharmacy,9.79,9.84,7,No,4,10,3,Yes
86,Design,9.31,9.68,4,Yes,7,7,1,No
113,Design,5.84,5.85,5,No,0,5,3,No
120,Marketing,6.63,6.19,1,Yes,0,9,5,Yes
106,Finance,5.86,5.92,2,Yes,10,9,5,No
128,Psychology,8.01,8.31,4,Yes,10,2,0,No
88,Education,8.56,8.19,2,Yes,5,8,2,Yes
81,Engineering,6.59,6.16,1,Yes,6,8,1,No
73,Design,7.7,7.39,10,No,6,2,4,No
122,Engineering,8.45,8.7,1,No,2,10,4,Yes
109,Pharmacy,7.11,7.2,6,No,9,7,1,No
99,Engineering,9.27,9.31,2,No,3,1,3,No
104,Education,8.86,8.61,3,No,8,5,3,No
83,Restaurant,5.32,5.15,5,Yes,10,5,1,No
136,Education,8.11,8.58,3,Yes,9,10,1,Yes
101,Engineering,6.18,5.92,6,No,3,5,1,No
101,Education,7.79,8.19,7,No,4,2,0,No
110,Business,9.78,9.86,10,Yes,5,3,4,No
107,Pharmacy,9.4,9.02,6,Yes,6,6,0,No
103,Psychology,7.02,6.99,2,Yes,4,1,5,No
88,Restaurant,6.46,6.91,9,No,6,6,0,No
107,Design,6.17,6.09,2,No,1,6,2,No
128,Computer Science,7.66,8.02,6,No,6,7,0,No
120,Psychology,5.57,5.33,9,No,4,9,5,Yes
123,Computer Science,7.75,7.82,9,No,9,9,4,Yes
92,Pharmacy,5.01,5.35,2,No,4,4,3,No
85,Restaurant,6.62,7.04,9,No,10,2,4,No
98,Marketing,6.1,6.09,8,No,5,5,1,No
100,Design,9.86,10,7,Yes,8,1,5,No
116,Business,8.64,8.14,8,No,3,5,1,No
74,Marketing,6.75,6.5,10,Yes,4,10,1,No
122,Pharmacy,5.46,5.24,8,No,4,3,0,No
97,Psychology,7.58,7.17,1,Yes,2,7,5,No
93,Business,6.07,5.85,9,Yes,2,7,2,No
84,Education,7.68,7.5,6,No,0,3,3,No
75,Engineering,9.18,9.65,1,No,3,5,0,No
112,Business,8.08,8.25,1,Yes,8,9,1,Yes
101,Pharmacy,8.17,8.1,7,No,1,4,4,No
80,Finance,7.71,8.2,10,No,9,2,1,No
80,Engineering,9.64,9.29,2,Yes,3,3,4,No
94,Computer Science,9.66,9.64,6,Yes,8,1,3,No
125,Design,7.56,7.71,5,No,8,5,1,No
96,Computer Science,6.53,6.09,5,Yes,7,9,5,No
77,Business,7.3,7.52,10,No,1,2,5,No
96,Computer Science,5.93,5.53,6,Yes,10,3,3,No
95,Pharmacy,8.18,7.82,8,Yes,2,3,1,No
59,Education,7.5,7.16,5,Yes,5,7,1,No
99,Psychology,5.52,5.95,8,Yes,1,10,4,No
96,Design,5.99,6.17,5,No,2,7,2,No
110,Computer Science,7.4,7.56,10,No,0,1,5,No
127,Computer Science,9.44,9.5,6,Yes,3,3,4,Yes
116,Business,7.83,7.62,8,Yes,10,1,0,No
95,Psychology,8.41,8.53,2,No,5,9,3,Yes
83,Marketing,6.7,6.61,7,Yes,0,7,3,No
138,Computer Science,7.86,7.51,3,No,0,5,2,No
100,Pharmacy,7.24,7.43,9,Yes,7,7,1,No
100,Finance,8.3,7.93,10,Yes,6,3,3,No
99,Design,5.25,4.94,7,Yes,6,3,2,No
102,Computer Science,7.47,7.79,3,Yes,6,1,0,No
97,Pharmacy,6.48,6.64,8,No,4,5,3,No
91,Pharmacy,6.63,6.76,10,Yes,3,7,0,No
91,Design,9.8,9.72,2,Yes,6,3,5,No
99,Marketing,5.91,5.81,10,No,10,5,4,No
91,Pharmacy,6.56,6.75,8,No,2,10,3,No
89,Finance,7.55,7.79,7,No,8,1,3,No
101,Pharmacy,9.32,9.33,5,Yes,1,7,1,No
96,Pharmacy,7.08,7.55,4,Yes,0,8,0,No
122,Pharmacy,8.72,9.18,10,No,7,8,4,Yes
60,Education,9.28,9.19,10,No,5,1,2,No
116,Education,6.55,6.87,1,No,3,4,4,No
118,Marketing,6.96,7,4,Yes,9,9,3,Yes
68,Computer Science,6.78,6.79,6,Yes,8,2,5,No
94,Pharmacy,9.16,8.71,6,No,4,1,0,No
94,Psychology,5.22,5.29,2,No,10,6,3,No
78,Computer Science,6.54,6.94,9,Yes,0,1,2,No
88,Marketing,8.4,8.68,1,No,0,6,2,No
83,Restaurant,7.83,8.12,4,Yes,6,1,3,No
126,Computer Science,7.18,6.84,4,No,0,6,5,No
114,Computer Science,7.7,7.56,2,No,5,9,3,Yes
119,Engineering,5.99,5.72,8,No,6,5,3,No
110,Business,7.15,6.97,2,No,10,4,0,No
83,Engineering,7.51,7.59,2,Yes,9,8,1,No
92,Finance,9.51,9.37,2,Yes,4,4,2,No
107,Education,6.3,6.36,1,No,2,4,0,No
81,Education,9.34,9.28,5,Yes,2,9,2,Yes
110,Business,8.22,8.01,4,No,1,1,3,No
96,Design,5.1,4.7,2,No,10,3,2,No
94,Design,8.62,9.01,1,Yes,0,4,5,No
110,Marketing,5.18,4.69,1,No,10,8,5,No
106,Business,9.99,9.49,2,Yes,7,1,5,No
94,Computer Science,9.36,9.69,1,Yes,8,3,4,No
117,Design,6.49,6.99,9,No,1,2,2,No
83,Pharmacy,6.29,6.52,2,No,3,6,5,No
109,Psychology,6.91,6.43,3,Yes,2,9,4,No
108,Computer Science,6.78,6.51,9,Yes,3,10,0,No
95,Finance,6.86,7.33,5,No,3,9,0,No
104,Pharmacy,6.59,6.9,8,Yes,7,10,5,No
81,Pharmacy,8.11,8.18,7,No,10,5,4,No
113,Business,5.82,5.56,6,No,2,3,2,No
97,Marketing,9.23,8.74,2,Yes,2,8,5,Yes
92,Finance,9.06,8.58,4,No,5,9,0,No
115,Design,7.38,7.49,9,Yes,10,9,2,Yes
89,Business,9.26,8.78,7,No,2,1,1,No
78,Design,6.24,6.73,3,Yes,4,10,5,No
76,Business,5.09,4.77,6,Yes,3,5,1,No
109,Business,8.1,8.31,8,No,10,10,5,Yes
80,Business,7.29,6.95,8,No,3,9,4,No
126,Marketing,7.84,7.88,8,No,1,3,4,No
68,Business,9.5,9.08,8,Yes,8,7,2,No
125,Restaurant,9.85,10.12,10,No,4,9,1,Yes
103,Psychology,8.17,8.25,6,Yes,4,2,1,No
98,Design,8.82,8.41,10,No,6,2,4,No
91,Computer Science,5.42,5.77,3,Yes,2,5,3,No
105,Engineering,5.8,5.85,9,No,5,8,2,No
99,Finance,8.67,9.09,3,Yes,0,10,2,Yes
116,Education,7.16,7.58,4,Yes,4,5,0,No
101,Marketing,7.23,7.65,10,No,4,8,4,No
102,Computer Science,6.54,6.12,1,No,8,4,0,No
94,Pharmacy,8.04,7.66,2,Yes,4,9,3,No
99,Restaurant,5.93,6.42,6,No,7,4,0,No
104,Education,8.13,8.12,1,Yes,2,5,3,No
74,Engineering,5.87,5.61,9,No,10,7,0,No
79,Computer Science,5.32,5.59,8,No,5,9,4,No
111,Education,6.65,6.41,2,No,1,5,3,No
102,Computer Science,6.16,6.39,2,No,8,7,2,No
97,Restaurant,9.44,9.78,8,Yes,5,4,4,No
100,Engineering,5.27,5.55,8,No,4,2,4,No
105,Pharmacy,5.88,5.65,1,No,8,2,5,No
91,Business,7.74,7.64,5,Yes,0,5,1,No
88,Design,7.41,7.32,2,Yes,2,2,2,No
102,Pharmacy,5.23,5.22,1,No,1,2,0,No
85,Business,5.04,4.71,3,No,8,2,4,No
106,Marketing,9.94,9.89,3,Yes,10,4,0,No
74,Psychology,8.29,8.3,10,No,5,8,4,Yes
115,Finance,6.83,6.86,9,Yes,10,7,2,No
107,Finance,7.35,7.67,10,No,5,5,4,No
103,Design,6.33,6.35,1,No,4,7,0,No
114,Engineering,6.72,6.45,2,No,3,6,0,No
124,Restaurant,8.25,8.41,9,Yes,3,8,2,Yes
115,Engineering,9.41,9.71,5,No,1,8,0,Yes
72,Restaurant,5.92,5.74,9,No,6,7,3,No
80,Engineering,9.2,9.35,6,Yes,5,5,4,No
90,Psychology,5.61,5.26,10,No,2,6,3,No
100,Marketing,6.07,5.91,10,No,6,10,1,No
107,Marketing,5.19,5.6,3,No,8,8,1,No
89,Business,5.7,6.11,8,No,9,7,5,No
102,Education,9.59,9.67,9,No,0,5,5,No
88,Marketing,7.3,7.5,2,No,10,10,4,No
90,Marketing,5.39,5.74,9,Yes,9,8,0,No
78,Pharmacy,9.8,10.26,4,No,7,4,2,No
86,Pharmacy,9.39,9.38,8,No,1,6,1,No
79,Business,8.77,8.83,5,No,0,4,0,No
85,Education,9.67,9.59,6,No,8,5,5,No
115,Design,6.1,5.67,4,No,1,10,2,Yes
85,Pharmacy,9.18,9.1,5,No,6,3,4,No
139,Design,8.45,8.74,1,No,6,2,0,No
107,Computer Science,9.35,9.65,3,Yes,0,1,3,No
102,Pharmacy,8.98,9.37,4,No,9,3,4,No
87,Psychology,6.73,6.28,1,No,0,1,1,No
110,Education,8.87,8.9,3,Yes,6,6,4,No
91,Business,6.31,5.92,4,No,5,2,4,No
101,Computer Science,6.64,6.34,9,Yes,3,3,2,No
138,Education,5.54,5.94,3,No,2,8,1,No
98,Psychology,9.68,9.68,3,No,4,5,5,No
117,Education,6.46,6.72,4,No,4,2,2,No
89,Psychology,7.6,7.16,9,No,10,2,4,No
99,Psychology,6.96,6.88,9,No,2,3,0,No
126,Design,9.8,9.97,1,No,5,3,3,Yes
90,Engineering,6.68,6.31,8,No,2,8,3,No
127,Computer Science,8.89,8.72,10,No,3,5,2,Yes
110,Education,9.28,8.84,1,No,2,8,0,No
91,Restaurant,7.18,7.33,2,No,5,4,3,No
109,Computer Science,6.89,7.36,10,Yes,8,9,0,No
114,Engineering,8.74,9.07,5,No,2,3,5,Yes
109,Computer Science,9.56,10.03,6,No,0,2,5,No
76,Marketing,8.77,9.12,2,No,6,6,2,No
89,Restaurant,6.14,6.5,10,Yes,4,4,1,No
96,Engineering,9.44,9.52,5,Yes,3,2,0,No
98,Design,6.94,6.96,3,Yes,2,6,0,No
109,Education,7.88,7.79,7,No,6,4,1,No
102,Finance,9.16,9.48,1,No,1,10,4,Yes
79,Engineering,5.94,5.62,5,No,10,4,4,No
105,Business,8.92,8.48,3,No,3,10,4,Yes
109,Education,7.98,8.43,2,Yes,1,4,2,No
108,Engineering,9.47,8.97,3,No,9,4,4,No
116,Marketing,5.86,6.34,10,No,7,8,2,Yes
112,Finance,7.1,7.33,4,Yes,2,1,1,No
106,Marketing,9.16,8.99,2,No,4,9,0,No
98,Finance,5.1,5.3,2,Yes,10,3,3,No
75,Business,5.56,5.88,3,No,3,5,3,No
106,Education,9.95,9.7,2,No,4,5,2,No
103,Design,6.4,6.67,6,No,3,4,2,No
104,Marketing,9.88,10.18,2,No,7,4,5,No
80,Marketing,5.91,5.66,1,No,5,7,0,No
83,Psychology,6.81,6.35,8,No,0,4,1,No
115,Finance,8.76,8.46,10,No,4,10,0,Yes
99,Pharmacy,8.29,7.99,4,No,0,3,5,No
110,Education,7.91,7.48,2,No,2,9,2,No
100,Finance,7.65,7.88,4,Yes,10,4,0,No
100,Psychology,9.22,9.1,2,No,5,4,2,No
114,Computer Science,6.17,6.55,5,No,8,10,3,Yes
92,Finance,7.21,6.96,7,No,2,8,0,No
101,Design,5.78,5.73,6,No,3,7,1,No
93,Education,7.98,8.12,2,No,9,4,3,No
93,Psychology,6.25,6.63,4,No,0,8,1,No
95,Computer Science,6.67,6.69,8,No,9,10,1,No
103,Restaurant,7.36,7.23,7,Yes,1,2,2,No
92,Psychology,5.13,5.5,7,No,6,9,1,No
118,Restaurant,5.46,5.27,4,No,7,2,5,No
86,Education,8.43,8.01,1,Yes,0,10,4,Yes
97,Marketing,7.14,7.09,7,No,8,3,1,No
93,Psychology,9.32,9.61,6,No,5,6,0,No
121,Business,8.47,8,8,Yes,0,7,5,No
102,Restaurant,5.04,5.13,5,No,3,9,2,No
115,Design,8.08,8.17,8,Yes,3,8,2,Yes
77,Business,5.47,5.9,10,Yes,6,6,5,No
104,Engineering,8.9,8.69,8,No,0,8,4,Yes
113,Engineering,9.96,9.74,9,Yes,9,5,2,Yes
101,Computer Science,7.66,7.6,1,No,8,10,2,No
115,Marketing,8.41,8.27,3,No,0,10,3,Yes
92,Education,6.19,6.43,6,No,9,9,3,No
121,Psychology,7.19,7.33,4,No,2,4,3,No
134,Pharmacy,9.28,9.54,8,Yes,0,1,4,Yes
94,Design,5.84,6.16,10,No,0,8,5,No
93,Restaurant,6.33,6.75,1,No,3,5,2,No
121,Education,7.23,7.16,5,Yes,1,9,2,Yes
123,Business,8.56,9.04,4,Yes,8,3,2,Yes
92,Engineering,6.88,6.6,1,No,0,9,1,No
93,Design,9.64,9.85,10,No,2,8,2,Yes
95,Pharmacy,5.47,5.5,6,No,1,6,2,No
79,Psychology,6.85,7.17,10,Yes,0,10,5,No
86,Computer Science,8.54,8.52,3,No,10,10,0,No
84,Pharmacy,6.13,6.41,5,Yes,8,8,0,No
88,Design,8.28,8.71,6,No,4,8,2,Yes
99,Pharmacy,5.82,6.05,4,No,10,7,1,No
103,Design,5.28,5.56,10,Yes,5,7,1,No
123,Design,5.61,5.18,10,Yes,7,3,4,No
85,Finance,9.65,9.35,6,No,6,7,4,No
114,Restaurant,7.76,8.23,7,Yes,6,3,5,Yes
96,Engineering,8.98,9.17,2,No,8,9,2,Yes
99,Finance,6.66,6.72,7,Yes,2,5,3,No
110,Psychology,7.96,7.83,7,No,9,8,1,No
83,Finance,7.47,7.01,2,Yes,7,3,3,No
105,Marketing,9.73,9.6,3,No,5,3,4,No
102,Marketing,8.74,8.74,3,No,7,3,1,No
107,Engineering,8.65,8.36,1,Yes,3,8,3,Yes
104,Pharmacy,5.23,4.9,1,Yes,0,9,2,No
136,Restaurant,7.75,7.76,10,No,10,7,3,No
90,Engineering,7.33,7.42,6,No,2,1,4,No
92,Design,9.64,9.38,9,Yes,9,6,1,No
90,Business,6.29,6.38,9,Yes,2,3,1,No
91,Restaurant,6.35,6.75,1,Yes,0,1,1,No
90,Restaurant,7.06,7.03,7,No,4,10,2,No
117,Design,6.22,6.58,6,No,5,2,1,No
121,Design,5.65,6.08,4,No,8,3,3,No
91,Computer Science,9.29,8.88,3,No,7,7,0,No
87,Engineering,7.79,7.39,9,Yes,3,6,5,No
107,Design,9.31,9.29,10,Yes,5,2,5,No
91,Marketing,9.16,9.25,5,No,2,5,0,No
109,Psychology,6.41,6.34,8,No,0,1,5,No
103,Business,7.74,7.57,4,No,8,3,2,No
77,Engineering,5.42,5.56,4,No,7,1,3,No
123,Education,9.58,9.08,6,Yes,5,3,5,Yes
126,Marketing,7.02,7.49,6,No,2,2,2,No
90,Pharmacy,6.97,6.7,3,Yes,10,4,0,No
94,Design,6.51,6.93,2,No,4,5,5,No
104,Education,7.3,6.91,9,No,8,3,1,No
105,Design,6.26,6,2,No,6,10,0,No
109,Restaurant,6.87,6.6,9,Yes,1,5,0,No
130,Marketing,9,9.5,8,No,5,7,0,No
97,Restaurant,9.17,8.67,10,Yes,8,10,2,Yes
88,Computer Science,6.52,6.66,7,Yes,10,9,4,No
79,Restaurant,7.35,7.72,5,No,10,8,2,No
89,Computer Science,9.37,9.54,3,No,9,6,4,No
99,Computer Science,5.26,5.12,2,No,0,9,2,No
126,Education,9.45,9.91,8,Yes,4,8,5,Yes
92,Design,6.1,6.49,2,No,8,4,5,No
103,Pharmacy,8.39,8.32,8,Yes,2,2,5,No
99,Restaurant,7.91,7.98,5,Yes,2,9,0,No
117,Marketing,7.76,8.23,9,No,9,6,1,No
137,Computer Science,9.3,9.78,4,Yes,8,10,3,Yes
92,Design,5.51,5.46,8,Yes,2,8,4,No
92,Business,6.74,7.09,7,Yes,10,8,2,No
115,Engineering,7.69,7.49,8,Yes,8,4,5,No
110,Education,9.06,8.93,5,No,9,10,1,No
127,Pharmacy,6.08,5.74,2,No,2,5,3,No
108,Finance,9.01,8.72,7,No,7,1,1,No
94,Education,7,7.16,3,Yes,9,9,5,No
108,Business,5.94,5.95,10,No,8,7,4,No
116,Engineering,8.79,8.52,10,No,2,1,4,Yes
112,Business,5.45,5.35,10,No,0,10,3,Yes
107,Restaurant,7.57,7.44,10,No,8,10,3,No
116,Computer Science,5.32,5.81,2,No,6,3,5,No
117,Pharmacy,6.78,7.13,3,Yes,5,9,5,Yes
120,Psychology,8.01,7.9,4,No,3,1,4,No
109,Computer Science,7.78,8.19,10,Yes,4,6,4,No
97,Psychology,7.02,6.86,7,Yes,6,5,0,No
102,Engineering,7.15,7.32,10,Yes,8,4,3,No
118,Design,6.13,6.6,1,No,5,1,3,No
87,Finance,7.28,7.17,6,Yes,3,7,4,No
105,Marketing,9.77,9.95,6,No,3,1,2,No
94,Computer Science,9.25,9.05,8,Yes,9,1,0,No
100,Pharmacy,5.73,5.5,2,No,2,2,2,No
119,Business,5.15,5.22,2,Yes,1,9,4,Yes
102,Pharmacy,9.67,10.15,1,No,3,1,0,No
100,Engineering,7.63,7.58,3,No,5,8,0,No
79,Psychology,7.69,8.13,7,Yes,0,1,4,No
111,Business,8.9,9.31,8,No,1,1,5,Yes
109,Marketing,6.57,6.32,7,Yes,7,9,1,No
132,Marketing,7.41,7.31,9,No,2,8,1,No
95,Computer Science,9.84,9.98,8,No,0,1,3,No
103,Engineering,8.36,8.38,8,Yes,1,7,4,No
103,Design,5.77,5.37,2,No,2,8,5,No
123,Engineering,5.67,6.16,1,Yes,1,2,4,No
98,Psychology,6.02,6.27,6,No,3,4,5,No
104,Pharmacy,8.83,8.77,7,No,3,2,2,No
109,Marketing,6.48,6.6,6,No,10,6,4,No
102,Pharmacy,5.11,4.7,7,No,9,5,1,No
93,Pharmacy,9.72,9.72,8,No,1,5,5,No
102,Pharmacy,5.85,6.28,2,No,0,8,4,No
116,Marketing,5.05,5.45,1,No,2,1,2,No
84,Education,6.19,6.03,10,No,3,10,3,No
101,Restaurant,6.18,6.21,8,No,10,2,5,No
89,Psychology,7.11,7.31,8,No,5,1,0,No
117,Education,9.6,9.44,8,No,4,4,5,Yes
77,Psychology,9.4,8.96,10,Yes,1,2,3,No
91,Business,7.28,7.29,7,Yes,3,10,2,No
105,Engineering,7.05,7.15,2,No,5,7,4,No
123,Engineering,7.78,7.29,4,No,3,5,1,No
99,Finance,6.22,5.82,9,Yes,10,5,5,No
91,Engineering,5.26,4.97,8,No,10,1,4,No
128,Marketing,9.7,9.55,4,No,6,2,5,Yes
78,Design,5.93,5.97,8,No,5,5,0,No
67,Computer Science,5.99,5.78,10,No,5,7,1,No
106,Finance,7.36,7.14,6,Yes,9,1,3,No
92,Computer Science,7.46,7.83,9,Yes,1,7,5,No
84,Psychology,5.09,4.74,1,No,10,2,2,No
110,Computer Science,5.74,5.74,6,No,6,2,3,No
103,Computer Science,6.89,7.34,4,No,8,9,0,No
91,Finance,8.42,8.55,3,No,5,8,5,Yes
80,Business,6.14,6.36,5,Yes,7,10,0,No
113,Pharmacy,7.12,7.05,10,No,5,4,4,No
109,Engineering,7.79,7.31,8,Yes,5,5,4,No
98,Engineering,9.44,9.59,10,No,3,9,5,Yes
127,Marketing,6.63,6.76,6,Yes,5,4,4,No
83,Finance,5.67,5.28,1,Yes,9,10,0,No
77,Marketing,7.45,7.41,6,No,3,8,1,No
89,Design,8.73,9.15,7,No,9,5,5,No
99,Design,5.55,5.26,6,No,5,1,3,No
103,Marketing,7.12,7.08,3,No,0,7,3,No
96,Finance,5.09,5.05,9,Yes,6,10,2,No
105,Marketing,5.17,5.48,10,No,1,3,2,No
81,Engineering,7.41,7.73,10,No,5,7,1,No
121,Education,6.49,6.75,4,No,8,8,4,Yes
98,Restaurant,9.23,9.1,5,No,9,4,4,No
116,Computer Science,8.01,7.58,5,Yes,2,6,1,No
105,Restaurant,7.27,7.12,3,Yes,3,10,3,No
106,Finance,7.04,7.22,2,No,4,7,4,No
108,Restaurant,7.49,7.69,8,Yes,7,8,3,No
106,Design,5.2,5.67,7,No,9,3,0,No
109,Psychology,9.46,9.41,5,Yes,5,7,5,No
119,Computer Science,9.99,10.12,1,No,7,5,2,Yes
102,Pharmacy,5.91,5.95,10,Yes,2,7,4,No
110,Finance,5.6,5.25,1,No,2,6,2,No
98,Computer Science,5.72,5.68,8,No,8,5,1,No
121,Restaurant,8.31,8.35,4,Yes,5,3,5,Yes
89,Design,8.31,8.76,4,No,7,10,0,No
127,Business,9.24,9.11,9,Yes,3,2,4,Yes
99,Education,8.76,9.24,2,No,4,3,4,No
78,Pharmacy,7.25,7.29,5,No,8,2,3,No
101,Education,8.06,7.8,6,No,6,3,2,No
89,Computer Science,8.44,8.13,6,Yes,4,2,0,No
112,Design,7.56,7.2,10,Yes,6,1,5,No
90,Design,7.38,7.33,3,No,10,9,3,No
93,Restaurant,8.23,7.75,10,No,8,10,5,No
71,Engineering,7.79,7.74,6,Yes,2,5,0,No
93,Restaurant,8.22,8.71,10,No,2,9,0,No
63,Engineering,8.06,8.23,10,No,3,8,1,No
76,Engineering,8.6,8.86,5,Yes,10,7,1,No
111,Pharmacy,8.21,7.83,8,No,9,6,3,No
111,Restaurant,7.6,7.57,4,No,6,4,3,No
106,Business,8.41,8.2,10,No,4,10,5,Yes
85,Marketing,7.25,7.64,10,Yes,4,10,3,No
99,Marketing,6.21,5.89,3,No,3,7,0,No
99,Restaurant,5.01,4.97,6,Yes,7,7,4,No
82,Restaurant,7.8,7.89,10,Yes,2,1,1,No
122,Education,7.95,7.96,9,No,1,9,5,Yes
113,Pharmacy,9.86,10.19,8,Yes,3,4,5,Yes
96,Restaurant,6.81,6.54,10,Yes,7,7,5,No
100,Education,6.97,6.85,8,No,3,9,4,No
103,Engineering,6.01,6.3,3,No,7,2,2,No
69,Design,5.35,5.38,1,No,4,8,1,No
96,Design,8.86,8.76,3,No,8,4,5,No
89,Engineering,6.25,5.78,3,No,1,4,2,No
84,Finance,8.04,8.29,6,No,7,3,2,No
95,Education,8.44,8.91,3,Yes,6,10,3,Yes
126,Education,7.36,7.48,2,No,1,4,5,No
